  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.4341   0.02138   0.00928  -0.0294   1.0000   0.3396   1.0000 210.3054
  -4.915  -0.4262   0.02139   0.00939  -0.0291   1.0000   0.3502   1.0000 211.3715
  -4.829  -0.4184   0.02141   0.00949  -0.0289   1.0000   0.3605   1.0000 212.3944
  -4.744  -0.4105   0.02145   0.00961  -0.0286   1.0000   0.3704   1.0000 213.3859
  -4.658  -0.4027   0.02150   0.00972  -0.0284   1.0000   0.3802   1.0000 214.3500
  -4.573  -0.3949   0.02156   0.00984  -0.0281   1.0000   0.3897   1.0000 215.2826
  -4.487  -0.3871   0.02163   0.00996  -0.0278   1.0000   0.3990   1.0000 216.1941
  -4.402  -0.3792   0.02170   0.01008  -0.0276   1.0000   0.4083   1.0000 217.1007
  -4.317  -0.3714   0.02178   0.01019  -0.0273   1.0000   0.4173   1.0000 217.9785
  -4.231  -0.3638   0.02189   0.01036  -0.0270   1.0000   0.4246   1.0000 218.6859
  -4.146  -0.3562   0.02200   0.01050  -0.0267   1.0000   0.4324   1.0000 219.4458
  -4.060  -0.3484   0.02211   0.01062  -0.0264   1.0000   0.4407   1.0000 220.2379
  -3.975  -0.3406   0.02221   0.01074  -0.0261   1.0000   0.4492   1.0000 221.0581
  -3.889  -0.3332   0.02235   0.01090  -0.0257   1.0000   0.4556   1.0000 221.6740
  -3.804  -0.3255   0.02248   0.01104  -0.0254   1.0000   0.4626   1.0000 222.3452
  -3.719  -0.3177   0.02260   0.01115  -0.0251   1.0000   0.4704   1.0000 223.1019
  -3.633  -0.3103   0.02276   0.01131  -0.0247   1.0000   0.4764   1.0000 223.6701
  -3.548  -0.3027   0.02290   0.01144  -0.0244   1.0000   0.4829   1.0000 224.2928
  -3.462  -0.2949   0.02303   0.01154  -0.0241   1.0000   0.4906   1.0000 225.0353
  -3.377  -0.2877   0.02320   0.01169  -0.0237   1.0000   0.4951   1.0000 225.4665
  -3.292  -0.2799   0.02334   0.01179  -0.0234   1.0000   0.5021   1.0000 226.1328
  -3.206  -0.2725   0.02350   0.01192  -0.0230   1.0000   0.5071   1.0000 226.6117
  -3.121  -0.2647   0.02364   0.01201  -0.0228   1.0000   0.5132   1.0000 227.2018
  -3.035  -0.2572   0.02379   0.01211  -0.0224   1.0000   0.5187   1.0000 227.7236
  -2.950  -0.2496   0.02392   0.01220  -0.0221   1.0000   0.5241   1.0000 228.2454
  -2.864  -0.2419   0.02406   0.01228  -0.0218   1.0000   0.5298   1.0000 228.7927
  -2.779  -0.2343   0.02419   0.01236  -0.0215   1.0000   0.5348   1.0000 229.2640
  -2.693  -0.2265   0.02432   0.01243  -0.0213   1.0000   0.5404   1.0000 229.8030
  -2.608  -0.2188   0.02444   0.01248  -0.0210   1.0000   0.5452   1.0000 230.2634
  -2.523  -0.2110   0.02456   0.01254  -0.0208   1.0000   0.5507   1.0000 230.7915
  -2.437  -0.2033   0.02465   0.01258  -0.0206   1.0000   0.5555   1.0000 231.2612
  -2.352  -0.1954   0.02475   0.01261  -0.0204   1.0000   0.5610   1.0000 231.7924
  -2.266  -0.1875   0.02483   0.01263  -0.0202   1.0000   0.5660   1.0000 232.2727
  -2.181  -0.1794   0.02491   0.01265  -0.0201   1.0000   0.5717   1.0000 232.8186
  -2.095  -0.1715   0.02495   0.01265  -0.0200   1.0000   0.5766   1.0000 233.2985
  -2.010  -0.1632   0.02504   0.01266  -0.0199   1.0000   0.5825   1.0000 233.8648
  -1.925  -0.1553   0.02505   0.01263  -0.0198   1.0000   0.5873   1.0000 234.3381
  -1.839  -0.1469   0.02515   0.01265  -0.0198   1.0000   0.5933   1.0000 234.9135
  -1.754  -0.1389   0.02511   0.01260  -0.0197   1.0000   0.5981   1.0000 235.3868
  -1.668  -0.1303   0.02523   0.01263  -0.0198   1.0000   0.6040   1.0000 235.9676
  -1.583  -0.1223   0.02513   0.01254  -0.0197   1.0000   0.6089   1.0000 236.4389
  -1.498  -0.1137   0.02524   0.01257  -0.0198   1.0000   0.6146   1.0000 237.0002
  -1.412  -0.1049   0.02521   0.01248  -0.0200   1.0000   0.6201   1.0000 237.5435
  -1.327  -0.0906   0.02542   0.01254  -0.0212   0.9987   0.6270   4.3396 238.2325
  -1.241  -0.0576   0.02540   0.01256  -0.0264   0.9918   0.6382   9.6295 239.3416
  -1.156  -0.0336   0.02505   0.01247  -0.0296   0.9862   0.6454  12.2177 240.0569
  -1.070  -0.0127   0.02482   0.01254  -0.0320   0.9809   0.6518  14.2016 240.7007
  -0.985   0.0068   0.02471   0.01268  -0.0341   0.9759   0.6577  15.8514 241.2814
  -0.899   0.0236   0.02465   0.01285  -0.0355   0.9712   0.6632  17.2386 241.8252
  -0.814   0.0389   0.02465   0.01302  -0.0367   0.9670   0.6690  18.4017 242.4113
  -0.729   0.0539   0.02473   0.01318  -0.0378   0.9632   0.6756  19.3870 243.0803
  -0.643   0.0687   0.02480   0.01336  -0.0389   0.9599   0.6821  20.2077 243.7472
  -0.558   0.0827   0.02488   0.01353  -0.0398   0.9570   0.6887  20.8879 244.4329
  -0.472   0.0932   0.02493   0.01365  -0.0402   0.9545   0.6953  21.4714 245.1069
  -0.387   0.1085   0.02504   0.01385  -0.0414   0.9521   0.7030  22.0140 245.9128
  -0.301   0.1174   0.02507   0.01396  -0.0413   0.9496   0.7098  22.5719 246.6297
  -0.216   0.1314   0.02516   0.01413  -0.0423   0.9470   0.7187  23.1235 247.5657
  -0.131   0.1421   0.02520   0.01427  -0.0426   0.9442   0.7280  23.7034 248.5579
  -0.045   0.1541   0.02525   0.01443  -0.0431   0.9414   0.7394  24.2791 249.7904
   0.040   0.1669   0.02529   0.01460  -0.0436   0.9386   0.7543  24.8450 251.4342
   0.126   0.1762   0.02528   0.01475  -0.0435   0.9357   0.7751  25.4282 253.7775
   0.211   0.1914   0.02525   0.01500  -0.0441   0.9329   0.8357  25.9678 261.1012
   0.296   0.2072   0.02523   0.01509  -0.0456   0.9287   1.0000  26.7438 301.0000
   0.382   0.2200   0.02539   0.01522  -0.0464   0.9253   1.0000  27.3785 301.0000
   0.467   0.2378   0.02558   0.01538  -0.0481   0.9220   1.0000  27.9648 301.0000
   0.553   0.2474   0.02570   0.01548  -0.0483   0.9181   1.0000  28.6523 301.0000
   0.638   0.2615   0.02586   0.01561  -0.0493   0.9145   1.0000  29.2757 301.0000
   0.724   0.2773   0.02601   0.01574  -0.0505   0.9109   1.0000  29.8793 301.0000
   0.809   0.2878   0.02613   0.01585  -0.0508   0.9067   1.0000  30.5725 301.0000
   0.894   0.3037   0.02627   0.01596  -0.0520   0.9029   1.0000  31.1869 301.0000
   0.980   0.3179   0.02639   0.01606  -0.0529   0.8989   1.0000  31.8330 301.0000
   1.065   0.3291   0.02650   0.01616  -0.0532   0.8944   1.0000  32.5251 301.0000
   1.151   0.3473   0.02661   0.01625  -0.0548   0.8908   1.0000  33.0862 301.0000
   1.236   0.3588   0.02670   0.01633  -0.0551   0.8862   1.0000  33.7837 301.0000
   1.322   0.3709   0.02678   0.01640  -0.0555   0.8815   1.0000  34.4802 301.0000
   1.407   0.3925   0.02682   0.01642  -0.0575   0.8780   1.0000  34.9982 301.0000
   1.492   0.4015   0.02689   0.01648  -0.0574   0.8726   1.0000  35.7682 301.0000
   1.578   0.4141   0.02694   0.01652  -0.0578   0.8676   1.0000  36.4745 301.0000
   1.663   0.4371   0.02688   0.01646  -0.0598   0.8638   1.0000  37.0179 301.0000
   1.749   0.4490   0.02686   0.01644  -0.0600   0.8578   1.0000  37.8333 301.0000
   1.834   0.4630   0.02680   0.01637  -0.0605   0.8517   1.0000  38.6550 301.0000
   1.920   0.4803   0.02667   0.01623  -0.0614   0.8457   1.0000  39.4568 301.0000
   2.005   0.5033   0.02639   0.01596  -0.0631   0.8401   1.0000  40.1976 301.0000
   2.091   0.5283   0.02602   0.01562  -0.0651   0.8345   1.0000  40.9205 301.0000
   2.176   0.5426   0.02584   0.01544  -0.0654   0.8280   1.0000  41.7383 301.0000
   2.261   0.5601   0.02559   0.01519  -0.0662   0.8222   1.0000  42.4643 301.0000
   2.347   0.5868   0.02506   0.01471  -0.0682   0.8184   1.0000  42.9363 301.0000
   2.432   0.5968   0.02493   0.01457  -0.0678   0.8122   1.0000  43.7036 301.0000
   2.518   0.6126   0.02463   0.01427  -0.0681   0.8071   1.0000  44.3182 301.0000
   2.603   0.6319   0.02418   0.01385  -0.0689   0.8027   1.0000  44.8549 301.0000
   2.688   0.6428   0.02397   0.01363  -0.0685   0.7965   1.0000  45.5868 301.0000
