  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000   0.1791   0.00776   0.00134  -0.0634   0.6635   0.4490  59.5487 220.8320
  -4.915   0.1813   0.00832   0.00123  -0.0624   0.3921   0.4499  85.8454 220.9183
  -4.829   0.1887   0.00859   0.00130  -0.0621   0.3504   0.4510  89.9694 221.0189
  -4.744   0.1976   0.00867   0.00134  -0.0620   0.3371   0.4521  91.3097 221.1271
  -4.658   0.2067   0.00873   0.00137  -0.0619   0.3288   0.4532  92.1506 221.2356
  -4.573   0.2160   0.00878   0.00139  -0.0618   0.3225   0.4543  92.7848 221.3460
  -4.487   0.2254   0.00882   0.00141  -0.0618   0.3179   0.4555  93.2604 221.4572
  -4.402   0.2348   0.00886   0.00142  -0.0618   0.3138   0.4566  93.6748 221.5652
  -4.317   0.2442   0.00891   0.00144  -0.0617   0.3104   0.4577  94.0258 221.6682
  -4.231   0.2538   0.00894   0.00145  -0.0617   0.3075   0.4587  94.3280 221.7660
  -4.146   0.2633   0.00897   0.00146  -0.0617   0.3047   0.4596  94.6112 221.8561
  -4.060   0.2727   0.00901   0.00147  -0.0616   0.3023   0.4604  94.8669 221.9367
  -3.889   0.2917   0.00905   0.00149  -0.0616   0.2977   0.4621  95.3392 222.0972
  -3.804   0.3012   0.00907   0.00150  -0.0615   0.2955   0.4629  95.5768 222.1789
  -3.719   0.3105   0.00910   0.00152  -0.0615   0.2933   0.4638  95.8022 222.2619
  -3.633   0.3199   0.00914   0.00154  -0.0614   0.2914   0.4647  96.0052 222.3466
  -3.548   0.3295   0.00916   0.00155  -0.0614   0.2897   0.4656  96.1801 222.4355
  -3.462   0.3390   0.00918   0.00156  -0.0614   0.2880   0.4665  96.3555 222.5289
  -3.377   0.3485   0.00921   0.00157  -0.0614   0.2864   0.4676  96.5233 222.6259
  -3.292   0.3580   0.00924   0.00158  -0.0613   0.2849   0.4686  96.6856 222.7249
  -3.206   0.3673   0.00928   0.00160  -0.0613   0.2833   0.4696  96.8527 222.8233
  -3.121   0.3767   0.00932   0.00161  -0.0612   0.2817   0.4706  97.0251 222.9179
  -2.950   0.3958   0.00935   0.00163  -0.0612   0.2783   0.4724  97.3792 223.0977
  -2.864   0.4052   0.00937   0.00165  -0.0611   0.2766   0.4733  97.5584 223.1863
  -2.779   0.4145   0.00940   0.00166  -0.0611   0.2751   0.4743  97.7262 223.2749
  -2.693   0.4237   0.00944   0.00168  -0.0610   0.2736   0.4752  97.8803 223.3655
  -2.608   0.4330   0.00948   0.00169  -0.0610   0.2723   0.4762  98.0234 223.4587
  -2.523   0.4426   0.00949   0.00171  -0.0609   0.2710   0.4772  98.1592 223.5558
  -2.437   0.4521   0.00951   0.00172  -0.0609   0.2695   0.4782  98.3164 223.6557
  -2.352   0.4616   0.00954   0.00173  -0.0609   0.2679   0.4792  98.4890 223.7569
  -2.266   0.4709   0.00957   0.00174  -0.0608   0.2663   0.4803  98.6684 223.8574
  -2.181   0.4802   0.00961   0.00175  -0.0608   0.2646   0.4813  98.8444 223.9540
  -2.095   0.4893   0.00966   0.00176  -0.0607   0.2630   0.4822  99.0147 224.0472
  -2.010   0.4989   0.00966   0.00177  -0.0607   0.2615   0.4832  99.1772 224.1422
  -1.925   0.5083   0.00967   0.00179  -0.0607   0.2600   0.4842  99.3478 224.2383
  -1.839   0.5177   0.00970   0.00180  -0.0606   0.2584   0.4852  99.5197 224.3373
  -1.754   0.5270   0.00973   0.00181  -0.0606   0.2568   0.4863  99.6925 224.4405
  -1.668   0.5362   0.00977   0.00182  -0.0605   0.2552   0.4874  99.8682 224.5469
  -1.583   0.5454   0.00981   0.00184  -0.0604   0.2535   0.4886 100.0455 224.6567
  -1.498   0.5550   0.00982   0.00184  -0.0604   0.2518   0.4897 100.2354 224.7693
  -1.412   0.5644   0.00985   0.00185  -0.0604   0.2499   0.4909 100.4408 224.8807
  -1.327   0.5738   0.00988   0.00186  -0.0603   0.2481   0.4920 100.6434 224.9882
  -1.241   0.5829   0.00991   0.00187  -0.0603   0.2463   0.4931 100.8368 225.0913
  -1.156   0.5920   0.00995   0.00188  -0.0602   0.2446   0.4941 101.0302 225.1955
  -1.070   0.6014   0.00996   0.00189  -0.0602   0.2426   0.4953 101.2448 225.3044
  -0.985   0.6108   0.00998   0.00190  -0.0601   0.2405   0.4964 101.4814 225.4184
