  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.1023   0.00886   0.00099  -0.0508   0.2064   0.4149 105.6757 217.5057
  -4.915  -0.0928   0.00886   0.00100  -0.0508   0.2054   0.4206 105.7939 218.0547
  -4.829  -0.0834   0.00886   0.00100  -0.0507   0.2044   0.4260 105.9167 218.5834
  -4.744  -0.0740   0.00886   0.00101  -0.0507   0.2034   0.4312 106.0349 219.0878
  -4.658  -0.0644   0.00884   0.00102  -0.0506   0.2025   0.4361 106.1369 219.5664
  -4.487  -0.0452   0.00883   0.00103  -0.0506   0.2005   0.4445 106.3702 220.3745
  -4.402  -0.0356   0.00883   0.00104  -0.0506   0.1995   0.4483 106.4883 220.7464
  -4.317  -0.0260   0.00884   0.00104  -0.0505   0.1986   0.4518 106.6019 221.0836
  -4.231  -0.0165   0.00884   0.00105  -0.0505   0.1977   0.4554 106.7113 221.4281
  -4.146  -0.0070   0.00885   0.00106  -0.0504   0.1968   0.4591 106.8184 221.7897
  -4.060   0.0025   0.00888   0.00107  -0.0504   0.1958   0.4626 106.9323 222.1215
  -3.975   0.0119   0.00889   0.00108  -0.0503   0.1949   0.4662 107.0357 222.4697
  -3.889   0.0216   0.00889   0.00108  -0.0503   0.1942   0.4699 107.1241 222.8297
  -3.804   0.0313   0.00888   0.00109  -0.0503   0.1934   0.4733 107.2197 223.1554
  -3.719   0.0409   0.00888   0.00110  -0.0503   0.1926   0.4769 107.3183 223.4980
  -3.633   0.0505   0.00889   0.00111  -0.0502   0.1918   0.4805 107.4188 223.8488
  -3.548   0.0601   0.00890   0.00112  -0.0502   0.1909   0.4839 107.5204 224.1693
  -3.462   0.0696   0.00890   0.00113  -0.0502   0.1901   0.4874 107.6210 224.5112
  -3.377   0.0792   0.00891   0.00114  -0.0502   0.1893   0.4910 107.7208 224.8584
  -3.292   0.0887   0.00893   0.00115  -0.0501   0.1884   0.4943 107.8222 225.1727
  -3.206   0.0981   0.00895   0.00116  -0.0501   0.1875   0.4978 107.9307 225.5069
  -3.121   0.1076   0.00898   0.00117  -0.0500   0.1867   0.5013 108.0350 225.8490
  -3.035   0.1173   0.00898   0.00118  -0.0500   0.1859   0.5046 108.1268 226.1582
  -2.950   0.1270   0.00898   0.00120  -0.0500   0.1851   0.5080 108.2287 226.4846
  -2.864   0.1366   0.00898   0.00121  -0.0500   0.1842   0.5114 108.3368 226.8196
  -2.779   0.1462   0.00899   0.00122  -0.0500   0.1833   0.5146 108.4452 227.1267
  -2.693   0.1558   0.00900   0.00123  -0.0499   0.1825   0.5180 108.5498 227.4459
  -2.608   0.1654   0.00901   0.00123  -0.0499   0.1817   0.5214 108.6484 227.7784
  -2.523   0.1750   0.00903   0.00124  -0.0499   0.1809   0.5246 108.7414 228.0844
  -2.437   0.1845   0.00905   0.00125  -0.0498   0.1801   0.5278 108.8353 228.3919
  -2.352   0.1938   0.00908   0.00127  -0.0498   0.1793   0.5311 108.9391 228.7160
  -2.181   0.2130   0.00911   0.00130  -0.0497   0.1778   0.5374 109.1248 229.3209
  -2.095   0.2226   0.00912   0.00131  -0.0497   0.1770   0.5407 109.2218 229.6351
  -2.010   0.2323   0.00913   0.00132  -0.0497   0.1762   0.5439 109.3217 229.9484
  -1.925   0.2419   0.00914   0.00134  -0.0497   0.1754   0.5469 109.4234 230.2334
  -1.839   0.2515   0.00915   0.00135  -0.0497   0.1746   0.5501 109.5290 230.5437
  -1.754   0.2611   0.00917   0.00136  -0.0496   0.1737   0.5533 109.6377 230.8576
  -1.668   0.2707   0.00919   0.00136  -0.0496   0.1728   0.5563 109.7476 231.1424
  -1.583   0.2801   0.00921   0.00137  -0.0496   0.1719   0.5593 109.8618 231.4381
  -1.498   0.2894   0.00926   0.00138  -0.0495   0.1709   0.5625 109.9897 231.7454
  -1.412   0.2991   0.00927   0.00139  -0.0495   0.1701   0.5656 110.0891 232.0397
  -1.327   0.3088   0.00927   0.00141  -0.0495   0.1692   0.5684 110.1964 232.3178
  -1.241   0.3184   0.00928   0.00142  -0.0495   0.1684   0.5715 110.3046 232.6192
  -1.156   0.3280   0.00930   0.00144  -0.0495   0.1675   0.5746 110.4129 232.9209
  -1.070   0.3376   0.00931   0.00145  -0.0495   0.1667   0.5774 110.5209 233.1915
  -0.985   0.3472   0.00933   0.00146  -0.0494   0.1658   0.5804 110.6278 233.4826
  -0.899   0.3567   0.00935   0.00147  -0.0494   0.1650   0.5835 110.7356 233.7848
  -0.814   0.3662   0.00938   0.00147  -0.0494   0.1641   0.5864 110.8498 234.0647
  -0.729   0.3755   0.00943   0.00149  -0.0493   0.1631   0.5892 110.9783 234.3369
  -0.643   0.3851   0.00944   0.00150  -0.0493   0.1623   0.5922 111.0856 234.6362
  -0.558   0.3948   0.00946   0.00152  -0.0493   0.1613   0.5953 111.2049 234.9383
  -0.472   0.4044   0.00947   0.00153  -0.0493   0.1603   0.5981 111.3333 235.2099
  -0.387   0.4140   0.00948   0.00154  -0.0493   0.1593   0.6010 111.4647 235.4977
  -0.301   0.4236   0.00950   0.00155  -0.0493   0.1583   0.6041 111.5924 235.8029
  -0.216   0.4331   0.00952   0.00155  -0.0493   0.1574   0.6070 111.7149 236.0879
  -0.131   0.4426   0.00955   0.00156  -0.0492   0.1565   0.6099 111.8364 236.3708
  -0.045   0.4519   0.00960   0.00158  -0.0492   0.1554   0.6129 111.9690 236.6738
   0.040   0.4615   0.00962   0.00159  -0.0492   0.1545   0.6160 112.0900 236.9765
   0.126   0.4711   0.00963   0.00161  -0.0492   0.1535   0.6187 112.2268 237.2427
   0.211   0.4807   0.00964   0.00162  -0.0491   0.1523   0.6216 112.3784 237.5274
   0.296   0.4903   0.00966   0.00162  -0.0491   0.1512   0.6246 112.5306 237.8253
   0.382   0.4998   0.00968   0.00163  -0.0491   0.1501   0.6273 112.6754 238.0971
   0.467   0.5093   0.00970   0.00163  -0.0491   0.1491   0.6300 112.8118 238.3635
   0.553   0.5186   0.00975   0.00164  -0.0491   0.1480   0.6329 112.9486 238.6498
   0.638   0.5281   0.00978   0.00166  -0.0490   0.1470   0.6358 113.0797 238.9416
   0.724   0.5377   0.00980   0.00168  -0.0490   0.1459   0.6384 113.2304 239.2003
   0.809   0.5472   0.00981   0.00169  -0.0490   0.1447   0.6411 113.3976 239.4715
   0.894   0.5568   0.00984   0.00169  -0.0490   0.1434   0.6440 113.5725 239.7600
   0.980   0.5663   0.00987   0.00169  -0.0490   0.1421   0.6467 113.7467 240.0349
   1.065   0.5756   0.00990   0.00170  -0.0489   0.1408   0.6491 113.9207 240.2778
   1.151   0.5850   0.00994   0.00172  -0.0489   0.1396   0.6517 114.0862 240.5423
   1.236   0.5946   0.00996   0.00173  -0.0489   0.1383   0.6544 114.2597 240.8149
   1.322   0.6041   0.00999   0.00175  -0.0489   0.1370   0.6569 114.4399 241.0654
   1.407   0.6135   0.01002   0.00176  -0.0489   0.1357   0.6592 114.6226 241.3020
   1.492   0.6229   0.01006   0.00177  -0.0488   0.1344   0.6618 114.8024 241.5659
   1.578   0.6322   0.01011   0.00178  -0.0488   0.1331   0.6645 114.9861 241.8412
   1.663   0.6417   0.01014   0.00180  -0.0488   0.1318   0.6670 115.1735 242.0916
   1.749   0.6511   0.01016   0.00181  -0.0487   0.1302   0.6693 115.3925 242.3266
   1.834   0.6606   0.01020   0.00182  -0.0487   0.1286   0.6718 115.6195 242.5789
   1.920   0.6699   0.01024   0.00183  -0.0487   0.1271   0.6743 115.8372 242.8406
   2.005   0.6792   0.01029   0.00184  -0.0486   0.1256   0.6766 116.0423 243.0775
   2.091   0.6886   0.01032   0.00187  -0.0486   0.1242   0.6788 116.2504 243.3025
   2.176   0.6979   0.01036   0.00188  -0.0486   0.1226   0.6813 116.4712 243.5599
   2.261   0.7073   0.01041   0.00190  -0.0485   0.1211   0.6841 116.6941 243.8473
   2.347   0.7164   0.01047   0.00192  -0.0485   0.1196   0.6867 116.9152 244.1150
   2.432   0.7257   0.01052   0.00194  -0.0484   0.1181   0.6892 117.1332 244.3806
   2.518   0.7351   0.01056   0.00197  -0.0484   0.1164   0.6922 117.3867 244.6856
   2.688   0.7534   0.01068   0.00201  -0.0483   0.1128   0.6975 117.9166 245.2455
   2.774   0.7627   0.01073   0.00204  -0.0483   0.1112   0.7001 118.1667 245.5208
   2.859   0.7720   0.01078   0.00206  -0.0482   0.1093   0.7030 118.4484 245.8213
   2.945   0.7812   0.01084   0.00208  -0.0482   0.1074   0.7055 118.7329 246.0860
   3.030   0.7902   0.01091   0.00211  -0.0481   0.1057   0.7077 119.0053 246.3152
   3.116   0.7995   0.01096   0.00214  -0.0481   0.1040   0.7100 119.2723 246.5611
   3.201   0.8087   0.01103   0.00216  -0.0480   0.1021   0.7124 119.5629 246.8124
   3.286   0.8178   0.01111   0.00219  -0.0480   0.1003   0.7145 119.8462 247.0420
   3.372   0.8268   0.01117   0.00223  -0.0479   0.0986   0.7163 120.1149 247.2290
   3.457   0.8360   0.01123   0.00226  -0.0478   0.0967   0.7182 120.4143 247.4345
   3.543   0.8451   0.01131   0.00229  -0.0478   0.0947   0.7202 120.7362 247.6513
   3.628   0.8541   0.01140   0.00232  -0.0477   0.0928   0.7223 121.0437 247.8742
   3.714   0.8633   0.01146   0.00236  -0.0477   0.0909   0.7242 121.3719 248.0710
   3.799   0.8723   0.01153   0.00239  -0.0476   0.0887   0.7258 121.7279 248.2490
   3.884   0.8813   0.01162   0.00243  -0.0475   0.0867   0.7277 122.0598 248.4516
   3.970   0.8904   0.01170   0.00247  -0.0475   0.0848   0.7297 122.3927 248.6753
   4.055   0.8994   0.01179   0.00251  -0.0474   0.0828   0.7319 122.7318 248.9099
   4.141   0.9083   0.01189   0.00256  -0.0473   0.0810   0.7337 123.0406 249.1053
   4.226   0.9173   0.01196   0.00260  -0.0473   0.0792   0.7354 123.3542 249.2913
   4.312   0.9263   0.01205   0.00265  -0.0472   0.0773   0.7373 123.6986 249.4925
   4.397   0.9352   0.01216   0.00270  -0.0471   0.0755   0.7392 124.0236 249.7046
   4.482   0.9443   0.01224   0.00274  -0.0471   0.0737   0.7412 124.3521 249.9179
   4.568   0.9532   0.01233   0.00279  -0.0470   0.0717   0.7427 124.7096 250.0912
   4.653   0.9620   0.01244   0.00285  -0.0469   0.0699   0.7442 125.0404 250.2561
   4.739   0.9710   0.01253   0.00290  -0.0469   0.0682   0.7459 125.3547 250.4419
   4.824   0.9798   0.01263   0.00295  -0.0468   0.0665   0.7478 125.6840 250.6473
   4.910   0.9886   0.01277   0.00302  -0.0467   0.0648   0.7498 126.0032 250.8673
   4.995   0.9976   0.01284   0.00307  -0.0467   0.0633   0.7516 126.3089 251.0680
   5.080   1.0065   0.01294   0.00313  -0.0466   0.0615   0.7532 126.6567 251.2461
   5.251   1.0241   0.01317   0.00325  -0.0464   0.0583   0.7569 127.3048 251.6597
   5.337   1.0329   0.01328   0.00331  -0.0463   0.0566   0.7588 127.6455 251.8805
   5.422   1.0416   0.01342   0.00339  -0.0463   0.0550   0.7605 127.9744 252.0729
   5.508   1.0505   0.01351   0.00345  -0.0462   0.0536   0.7621 128.2693 252.2437
   5.593   1.0592   0.01363   0.00352  -0.0461   0.0521   0.7637 128.5886 252.4260
   5.678   1.0678   0.01378   0.00361  -0.0460   0.0507   0.7654 128.9036 252.6213
   5.764   1.0766   0.01389   0.00367  -0.0459   0.0494   0.7672 129.1888 252.8281
   5.849   1.0855   0.01400   0.00374  -0.0459   0.0479   0.7690 129.5107 253.0314
   5.935   1.0941   0.01413   0.00382  -0.0458   0.0465   0.7705 129.8308 253.2037
   6.020   1.1027   0.01426   0.00390  -0.0457   0.0452   0.7722 130.1147 253.3985
   6.106   1.1114   0.01437   0.00396  -0.0456   0.0440   0.7741 130.4016 253.6146
   6.191   1.1201   0.01451   0.00404  -0.0455   0.0428   0.7761 130.6883 253.8450
   6.276   1.1286   0.01467   0.00414  -0.0454   0.0416   0.7780 130.9611 254.0589
   6.362   1.1372   0.01478   0.00421  -0.0453   0.0407   0.7796 131.1900 254.2474
   6.447   1.1458   0.01490   0.00429  -0.0452   0.0397   0.7814 131.4321 254.4541
   6.533   1.1543   0.01504   0.00438  -0.0451   0.0387   0.7833 131.6722 254.6754
   6.618   1.1627   0.01521   0.00449  -0.0450   0.0377   0.7852 131.9065 254.9014
   6.704   1.1712   0.01534   0.00457  -0.0449   0.0369   0.7869 132.1081 255.0975
   6.789   1.1798   0.01545   0.00464  -0.0448   0.0361   0.7885 132.3174 255.2880
   6.874   1.1883   0.01558   0.00472  -0.0447   0.0353   0.7903 132.5415 255.4997
   6.960   1.1967   0.01573   0.00482  -0.0445   0.0344   0.7923 132.7609 255.7319
   7.045   1.2050   0.01591   0.00493  -0.0444   0.0336   0.7943 132.9729 255.9756
   7.131   1.2134   0.01602   0.00501  -0.0443   0.0329   0.7961 133.1470 256.1834
   7.216   1.2218   0.01615   0.00509  -0.0442   0.0323   0.7980 133.3298 256.4140
   7.301   1.2302   0.01629   0.00518  -0.0441   0.0316   0.8001 133.5140 256.6683
   7.387   1.2384   0.01645   0.00528  -0.0439   0.0309   0.8024 133.6936 256.9394
   7.472   1.2465   0.01662   0.00540  -0.0438   0.0303   0.8043 133.8703 257.1736
   7.558   1.2546   0.01680   0.00552  -0.0436   0.0297   0.8064 134.0357 257.4214
   7.643   1.2629   0.01692   0.00560  -0.0435   0.0292   0.8086 134.1715 257.6978
   7.729   1.2711   0.01706   0.00569  -0.0433   0.0287   0.8110 134.3213 257.9840
   7.814   1.2792   0.01721   0.00580  -0.0432   0.0282   0.8130 134.4729 258.2356
   7.899   1.2872   0.01738   0.00591  -0.0430   0.0277   0.8153 134.6211 258.5185
   7.985   1.2951   0.01756   0.00603  -0.0428   0.0272   0.8179 134.7666 258.8320
   8.070   1.3028   0.01778   0.00618  -0.0426   0.0266   0.8203 134.9192 259.1403
   8.156   1.3105   0.01795   0.00631  -0.0424   0.0262   0.8230 135.0489 259.4757
   8.241   1.3187   0.01807   0.00639  -0.0423   0.0258   0.8260 135.1620 259.8565
   8.327   1.3267   0.01820   0.00648  -0.0421   0.0254   0.8290 135.2889 260.2352
   8.412   1.3346   0.01835   0.00658  -0.0419   0.0250   0.8324 135.4220 260.6658
   8.498   1.3423   0.01851   0.00670  -0.0417   0.0246   0.8361 135.5545 261.1428
   8.583   1.3499   0.01867   0.00682  -0.0415   0.0241   0.8404 135.6813 261.7038
   8.668   1.3573   0.01885   0.00695  -0.0412   0.0237   0.8455 135.8032 262.3717
   8.754   1.3644   0.01906   0.00710  -0.0409   0.0233   0.8519 135.9269 263.2307
   8.839   1.3714   0.01923   0.00724  -0.0406   0.0230   0.8614 136.0352 264.5292
   8.925   1.3773   0.01925   0.00733  -0.0399   0.0228   0.8915 136.1169 268.8987
   9.010   1.3858   0.01931   0.00743  -0.0398   0.0224   1.0001 136.2195 301.0000
   9.095   1.3935   0.01949   0.00754  -0.0397   0.0221   1.0001 136.3210 301.0000
   9.181   1.4011   0.01968   0.00767  -0.0395   0.0218   1.0001 136.4236 301.0000
   9.266   1.4085   0.01988   0.00780  -0.0392   0.0215   1.0001 136.5238 301.0000
   9.352   1.4159   0.02010   0.00794  -0.0390   0.0212   1.0001 136.6210 301.0000
   9.437   1.4230   0.02033   0.00808  -0.0388   0.0209   1.0001 136.7163 301.0000
   9.523   1.4300   0.02058   0.00825  -0.0385   0.0206   1.0001 136.8136 301.0000
   9.608   1.4365   0.02087   0.00845  -0.0381   0.0203   1.0001 136.9178 301.0000
   9.694   1.4430   0.02116   0.00865  -0.0378   0.0200   1.0001 137.0144 301.0000
   9.779   1.4502   0.02135   0.00877  -0.0375   0.0199   1.0001 137.0745 301.0000
   9.864   1.4574   0.02155   0.00890  -0.0373   0.0197   1.0001 137.1422 301.0000
   9.950   1.4644   0.02176   0.00904  -0.0370   0.0195   1.0001 137.2147 301.0000
  10.035   1.4713   0.02198   0.00919  -0.0367   0.0192   1.0001 137.2899 301.0000
  10.121   1.4781   0.02220   0.00934  -0.0364   0.0190   1.0001 137.3670 301.0000
  10.206   1.4848   0.02243   0.00949  -0.0361   0.0188   1.0001 137.4457 301.0000
  10.291   1.4913   0.02267   0.00965  -0.0357   0.0186   1.0001 137.5259 301.0000
  10.377   1.4977   0.02292   0.00982  -0.0354   0.0184   1.0001 137.6058 301.0000
  10.462   1.5038   0.02319   0.01001  -0.0350   0.0181   1.0001 137.6858 301.0000
  10.548   1.5097   0.02349   0.01021  -0.0345   0.0179   1.0001 137.7677 301.0000
  10.633   1.5150   0.02383   0.01044  -0.0341   0.0177   1.0001 137.8547 301.0000
  10.719   1.5197   0.02422   0.01072  -0.0335   0.0174   1.0001 137.9504 301.0000
  10.804   1.5251   0.02453   0.01093  -0.0330   0.0172   1.0001 138.0243 301.0000
  10.889   1.5318   0.02471   0.01105  -0.0327   0.0170   1.0001 138.0805 301.0000
  10.975   1.5382   0.02492   0.01118  -0.0323   0.0169   1.0001 138.1475 301.0000
  11.060   1.5444   0.02513   0.01133  -0.0319   0.0167   1.0001 138.2225 301.0000
  11.146   1.5505   0.02536   0.01148  -0.0316   0.0164   1.0001 138.3024 301.0000
  11.231   1.5564   0.02560   0.01163  -0.0311   0.0162   1.0001 138.3843 301.0000
  11.317   1.5621   0.02584   0.01179  -0.0307   0.0160   1.0001 138.4656 301.0000
  11.402   1.5676   0.02610   0.01196  -0.0302   0.0158   1.0001 138.5461 301.0000
  11.487   1.5725   0.02637   0.01214  -0.0297   0.0156   1.0001 138.6235 301.0000
  11.573   1.5769   0.02666   0.01233  -0.0290   0.0154   1.0001 138.6970 301.0000
  11.658   1.5810   0.02697   0.01253  -0.0284   0.0152   1.0001 138.7678 301.0000
  11.744   1.5846   0.02731   0.01277  -0.0276   0.0150   1.0001 138.8372 301.0000
  11.829   1.5876   0.02769   0.01303  -0.0268   0.0149   1.0001 138.9066 301.0000
  11.915   1.5897   0.02812   0.01334  -0.0258   0.0147   1.0001 138.9771 301.0000
  12.000   1.5932   0.02846   0.01356  -0.0251   0.0146   1.0001 139.0279 301.0000
