  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000   0.0375   0.01153   0.00202  -0.0612   0.2506   0.0407 100.5371 170.1320
  -4.915   0.0471   0.01155   0.00207  -0.0612   0.2502   0.0425 100.5869 170.5617
  -4.829   0.0568   0.01159   0.00211  -0.0612   0.2497   0.0442 100.6359 170.9658
  -4.744   0.0663   0.01160   0.00217  -0.0612   0.2493   0.0458 100.6833 171.3210
  -4.658   0.0759   0.01163   0.00222  -0.0612   0.2488   0.0470 100.7304 171.6089
  -4.573   0.0854   0.01163   0.00221  -0.0612   0.2484   0.0479 100.7776 171.8182
  -4.487   0.0948   0.01163   0.00219  -0.0611   0.2480   0.0486 100.8267 171.9644
  -4.402   0.1039   0.01160   0.00217  -0.0610   0.2475   0.0493 100.8788 172.1257
  -4.317   0.1131   0.01159   0.00218  -0.0609   0.2469   0.0500 100.9374 172.2802
  -4.231   0.1222   0.01162   0.00219  -0.0608   0.2463   0.0507 101.0026 172.4392
  -4.146   0.1318   0.01160   0.00219  -0.0608   0.2460   0.0515 101.0368 172.6200
  -4.060   0.1414   0.01158   0.00218  -0.0608   0.2457   0.0524 101.0754 172.8088
  -3.975   0.1509   0.01158   0.00216  -0.0608   0.2453   0.0532 101.1175 172.9759
  -3.889   0.1603   0.01153   0.00216  -0.0607   0.2449   0.0541 101.1627 173.1696
  -3.804   0.1698   0.01151   0.00217  -0.0607   0.2445   0.0549 101.2109 173.3450
  -3.719   0.1793   0.01150   0.00217  -0.0606   0.2440   0.0558 101.2613 173.5301
  -3.633   0.1888   0.01149   0.00217  -0.0606   0.2435   0.0567 101.3129 173.7289
  -3.548   0.1984   0.01149   0.00216  -0.0606   0.2431   0.0576 101.3650 173.9190
  -3.462   0.2078   0.01146   0.00214  -0.0605   0.2426   0.0585 101.4164 174.1022
  -3.377   0.2172   0.01144   0.00215  -0.0605   0.2421   0.0594 101.4671 174.2780
  -3.292   0.2267   0.01144   0.00216  -0.0604   0.2417   0.0603 101.5165 174.4520
  -3.206   0.2362   0.01143   0.00215  -0.0604   0.2413   0.0612 101.5642 174.6412
  -3.121   0.2457   0.01143   0.00214  -0.0603   0.2409   0.0621 101.6098 174.8350
  -2.950   0.2646   0.01140   0.00213  -0.0602   0.2401   0.0639 101.6979 175.1924
  -2.864   0.2740   0.01140   0.00214  -0.0602   0.2397   0.0648 101.7418 175.3692
  -2.779   0.2834   0.01141   0.00214  -0.0601   0.2393   0.0658 101.7867 175.5642
  -2.693   0.2928   0.01143   0.00214  -0.0601   0.2388   0.0669 101.8335 175.7777
  -2.608   0.3021   0.01146   0.00214  -0.0600   0.2384   0.0680 101.8838 175.9780
  -2.523   0.3112   0.01147   0.00216  -0.0599   0.2379   0.0691 101.9391 176.1872
  -2.437   0.3202   0.01152   0.00219  -0.0598   0.2373   0.0701 102.0012 176.3754
  -2.352   0.3298   0.01152   0.00220  -0.0598   0.2370   0.0712 102.0312 176.5823
  -2.266   0.3393   0.01152   0.00220  -0.0597   0.2367   0.0723 102.0651 176.7974
  -2.181   0.3488   0.01152   0.00220  -0.0597   0.2364   0.0733 102.1027 176.9882
  -2.095   0.3583   0.01150   0.00221  -0.0596   0.2360   0.0744 102.1430 177.1872
  -1.925   0.3772   0.01151   0.00223  -0.0595   0.2353   0.0764 102.2305 177.5542
  -1.839   0.3867   0.01151   0.00223  -0.0595   0.2349   0.0775 102.2763 177.7557
  -1.754   0.3961   0.01152   0.00223  -0.0594   0.2344   0.0786 102.3227 177.9459
  -1.668   0.4055   0.01151   0.00223  -0.0594   0.2340   0.0796 102.3693 178.1297
  -1.583   0.4149   0.01151   0.00225  -0.0593   0.2336   0.0806 102.4158 178.3014
  -1.498   0.4244   0.01152   0.00226  -0.0593   0.2332   0.0816 102.4620 178.4834
  -1.412   0.4338   0.01153   0.00227  -0.0592   0.2328   0.0828 102.5075 178.6816
  -1.327   0.4432   0.01154   0.00226  -0.0592   0.2324   0.0839 102.5533 178.8829
  -1.241   0.4526   0.01154   0.00226  -0.0591   0.2320   0.0850 102.5990 179.0752
  -1.156   0.4620   0.01155   0.00227  -0.0591   0.2316   0.0861 102.6446 179.2652
  -1.070   0.4714   0.01156   0.00229  -0.0590   0.2312   0.0873 102.6903 179.4616
  -0.985   0.4808   0.01158   0.00229  -0.0590   0.2307   0.0885 102.7362 179.6772
  -0.899   0.4902   0.01160   0.00229  -0.0589   0.2303   0.0898 102.7833 179.8993
  -0.814   0.4994   0.01162   0.00229  -0.0588   0.2299   0.0911 102.8329 180.1045
  -0.729   0.5086   0.01165   0.00231  -0.0587   0.2294   0.0922 102.8866 180.2923
  -0.643   0.5176   0.01170   0.00233  -0.0586   0.2289   0.0933 102.9472 180.4812
  -0.558   0.5266   0.01175   0.00235  -0.0585   0.2283   0.0945 103.0070 180.6750
  -0.472   0.5361   0.01176   0.00236  -0.0584   0.2280   0.0957 103.0387 180.8715
  -0.387   0.5456   0.01176   0.00236  -0.0584   0.2277   0.0968 103.0741 181.0489
  -0.301   0.5550   0.01175   0.00237  -0.0583   0.2274   0.0979 103.1124 181.2236
  -0.216   0.5644   0.01176   0.00239  -0.0583   0.2270   0.0989 103.1528 181.3960
  -0.131   0.5738   0.01177   0.00240  -0.0582   0.2267   0.1001 103.1942 181.5851
  -0.045   0.5832   0.01179   0.00241  -0.0582   0.2263   0.1013 103.2367 181.7844
   0.040   0.5925   0.01181   0.00241  -0.0581   0.2259   0.1025 103.2802 181.9678
   0.126   0.6018   0.01181   0.00243  -0.0580   0.2255   0.1037 103.3242 182.1506
   0.211   0.6112   0.01183   0.00244  -0.0580   0.2251   0.1048 103.3684 182.3362
   0.296   0.6205   0.01185   0.00246  -0.0579   0.2248   0.1062 103.4126 182.5491
   0.382   0.6298   0.01187   0.00247  -0.0578   0.2244   0.1077 103.4563 182.7794
   0.467   0.6391   0.01190   0.00247  -0.0578   0.2240   0.1090 103.4994 182.9838
   0.553   0.6484   0.01190   0.00248  -0.0577   0.2236   0.1103 103.5417 183.1829
   0.638   0.6577   0.01192   0.00249  -0.0576   0.2232   0.1115 103.5833 183.3667
   0.724   0.6669   0.01194   0.00250  -0.0575   0.2229   0.1128 103.6239 183.5692
   0.809   0.6762   0.01196   0.00250  -0.0575   0.2225   0.1143 103.6638 183.7878
   0.894   0.6855   0.01199   0.00250  -0.0574   0.2222   0.1156 103.7030 183.9846
   0.980   0.6947   0.01200   0.00251  -0.0573   0.2218   0.1169 103.7420 184.1865
   1.065   0.7039   0.01202   0.00252  -0.0572   0.2215   0.1182 103.7819 184.3738
   1.151   0.7130   0.01205   0.00253  -0.0571   0.2211   0.1195 103.8238 184.5735
   1.236   0.7221   0.01209   0.00253  -0.0570   0.2207   0.1209 103.8686 184.7818
   1.322   0.7311   0.01214   0.00254  -0.0569   0.2203   0.1222 103.9177 184.9728
   1.407   0.7399   0.01220   0.00257  -0.0568   0.2198   0.1236 103.9730 185.1712
   1.492   0.7490   0.01224   0.00259  -0.0567   0.2194   0.1250 104.0149 185.3736
   1.578   0.7583   0.01226   0.00260  -0.0566   0.2192   0.1266 104.0438 185.6042
   1.663   0.7675   0.01228   0.00261  -0.0565   0.2189   0.1282 104.0753 185.8473
   1.749   0.7768   0.01230   0.00263  -0.0565   0.2186   0.1299 104.1092 186.0872
   1.834   0.7860   0.01231   0.00264  -0.0564   0.2183   0.1318 104.1453 186.3542
   1.920   0.7952   0.01233   0.00266  -0.0563   0.2180   0.1338 104.1830 186.6300
   2.005   0.8044   0.01236   0.00267  -0.0562   0.2177   0.1357 104.2219 186.8976
   2.091   0.8136   0.01238   0.00268  -0.0561   0.2173   0.1376 104.2616 187.1605
   2.176   0.8227   0.01240   0.00270  -0.0560   0.2170   0.1396 104.3017 187.4422
   2.261   0.8319   0.01242   0.00271  -0.0559   0.2166   0.1418 104.3421 187.7457
   2.347   0.8410   0.01245   0.00272  -0.0559   0.2163   0.1442 104.3826 188.0714
   2.432   0.8501   0.01247   0.00273  -0.0558   0.2159   0.1472 104.4234 188.4731
   2.518   0.8593   0.01249   0.00273  -0.0557   0.2155   0.1506 104.4644 188.9394
   2.603   0.8684   0.01251   0.00274  -0.0556   0.2152   0.1554 104.5054 189.5746
   2.688   0.8775   0.01252   0.00275  -0.0555   0.2148   0.1687 104.5461 191.2927
   2.774   0.8852   0.01203   0.00274  -0.0554   0.2145   0.4341 104.5832 219.5401
   2.859   0.8940   0.01200   0.00277  -0.0553   0.2142   0.4652 104.6229 222.5424
   2.945   0.9029   0.01201   0.00280  -0.0552   0.2138   0.4841 104.6627 224.3632
   3.030   0.9119   0.01202   0.00283  -0.0551   0.2135   0.4983 104.7024 225.7264
   3.116   0.9208   0.01205   0.00285  -0.0550   0.2131   0.5099 104.7425 226.8349
   3.201   0.9297   0.01209   0.00287  -0.0548   0.2128   0.5186 104.7839 227.6690
   3.286   0.9386   0.01214   0.00290  -0.0547   0.2124   0.5258 104.8270 228.3656
   3.372   0.9475   0.01220   0.00292  -0.0546   0.2120   0.5324 104.8727 228.9945
   3.457   0.9562   0.01227   0.00296  -0.0545   0.2116   0.5378 104.9221 229.5173
   3.543   0.9650   0.01237   0.00300  -0.0543   0.2111   0.5427 104.9770 229.9882
   3.628   0.9738   0.01243   0.00304  -0.0542   0.2108   0.5469 105.0148 230.3932
   3.714   0.9829   0.01246   0.00306  -0.0541   0.2105   0.5510 105.0412 230.7916
   3.799   0.9920   0.01250   0.00309  -0.0540   0.2103   0.5546 105.0705 231.1342
   3.884   1.0010   0.01254   0.00312  -0.0539   0.2100   0.5582 105.1023 231.4877
   3.970   1.0100   0.01258   0.00315  -0.0538   0.2097   0.5619 105.1364 231.8455
   4.055   1.0190   0.01262   0.00318  -0.0537   0.2094   0.5653 105.1724 232.1735
   4.141   1.0279   0.01266   0.00321  -0.0536   0.2091   0.5689 105.2097 232.5177
   4.226   1.0369   0.01271   0.00323  -0.0534   0.2088   0.5721 105.2480 232.8316
   4.312   1.0459   0.01276   0.00326  -0.0533   0.2084   0.5748 105.2871 233.0898
   4.397   1.0548   0.01280   0.00328  -0.0532   0.2081   0.5774 105.3264 233.3497
   4.482   1.0637   0.01285   0.00331  -0.0531   0.2078   0.5804 105.3658 233.6325
   4.568   1.0726   0.01290   0.00333  -0.0530   0.2074   0.5833 105.4050 233.9137
   4.653   1.0815   0.01295   0.00335  -0.0529   0.2071   0.5859 105.4439 234.1741
   4.739   1.0904   0.01299   0.00338  -0.0527   0.2068   0.5888 105.4823 234.4500
   4.824   1.0992   0.01304   0.00340  -0.0526   0.2064   0.5916 105.5200 234.7252
   4.910   1.1081   0.01310   0.00341  -0.0525   0.2061   0.5942 105.5571 234.9780
   4.995   1.1169   0.01313   0.00342  -0.0524   0.2057   0.5965 105.6070 235.2109
   5.080   1.1257   0.01314   0.00339  -0.0522   0.2051   0.5991 105.6823 235.4620
   5.166   1.1345   0.01314   0.00334  -0.0521   0.2042   0.6017 105.7815 235.7147
   5.251   1.1430   0.01320   0.00330  -0.0519   0.2031   0.6041 105.9146 235.9489
   5.337   1.1517   0.01322   0.00327  -0.0518   0.2019   0.6062 106.0485 236.1544
   5.422   1.1610   0.01316   0.00322  -0.0517   0.2009   0.6085 106.1761 236.3866
   5.508   1.1702   0.01312   0.00317  -0.0517   0.1996   0.6111 106.3269 236.6410
   5.593   1.1793   0.01309   0.00311  -0.0516   0.1983   0.6138 106.4850 236.9038
   5.678   1.1883   0.01307   0.00306  -0.0515   0.1971   0.6162 106.6231 237.1427
   5.764   1.1971   0.01309   0.00303  -0.0514   0.1962   0.6188 106.7270 237.3980
   5.849   1.2058   0.01312   0.00302  -0.0512   0.1955   0.6217 106.8173 237.6807
   5.935   1.2143   0.01317   0.00300  -0.0511   0.1946   0.6246 106.9174 237.9645
   6.020   1.2227   0.01323   0.00300  -0.0509   0.1938   0.6272 107.0192 238.2303
   6.106   1.2317   0.01324   0.00300  -0.0508   0.1931   0.6301 107.1058 238.5154
   6.191   1.2406   0.01326   0.00299  -0.0507   0.1922   0.6329 107.2084 238.7946
   6.276   1.2495   0.01328   0.00298  -0.0506   0.1913   0.6356 107.3184 239.0610
   6.362   1.2582   0.01330   0.00297  -0.0504   0.1904   0.6385 107.4322 239.3522
   6.447   1.2669   0.01333   0.00296  -0.0503   0.1894   0.6419 107.5470 239.6871
   6.618   1.2839   0.01341   0.00293  -0.0500   0.1875   0.6491 107.7743 240.4084
   6.704   1.2922   0.01346   0.00292  -0.0498   0.1866   0.6532 107.8902 240.8234
   6.789   1.3003   0.01353   0.00293  -0.0496   0.1856   0.6575 108.0068 241.2530
   6.874   1.3091   0.01355   0.00293  -0.0495   0.1848   0.6626 108.1017 241.7743
   6.960   1.3178   0.01357   0.00294  -0.0493   0.1838   0.6682 108.2245 242.3398
   7.131   1.3349   0.01361   0.00293  -0.0490   0.1813   0.6841 108.5315 243.9660
   7.216   1.3430   0.01361   0.00293  -0.0488   0.1800   0.7006 108.7001 245.6692
   7.301   1.3463   0.01321   0.00296  -0.0476   0.1789   0.8907 108.8308 268.7863
   7.558   1.3869   0.01337   0.00304  -0.0503   0.1727   1.0001 109.6026 301.0000
   7.643   1.3949   0.01345   0.00303  -0.0501   0.1704   1.0001 109.8962 301.0000
   7.729   1.4030   0.01353   0.00303  -0.0499   0.1681   1.0001 110.1784 301.0000
   7.814   1.4110   0.01361   0.00303  -0.0497   0.1656   1.0001 110.5080 301.0000
   7.899   1.4188   0.01373   0.00304  -0.0494   0.1627   1.0001 110.8734 301.0000
   7.985   1.4267   0.01383   0.00305  -0.0492   0.1600   1.0001 111.2255 301.0000
   8.070   1.4346   0.01394   0.00308  -0.0490   0.1560   1.0001 111.7400 301.0000
   8.156   1.4424   0.01408   0.00311  -0.0487   0.1514   1.0001 112.3512 301.0000
   8.241   1.4501   0.01432   0.00319  -0.0486   0.1428   1.0001 113.5126 301.0000
   8.327   1.4576   0.01468   0.00336  -0.0484   0.1311   1.0001 115.1257 301.0000
   8.412   1.4554   0.01715   0.00504  -0.0477   0.0594   1.0001 127.0290 301.0000
   8.498   1.4579   0.01814   0.00571  -0.0469   0.0375   1.0001 131.9620 301.0000
   8.583   1.4634   0.01860   0.00599  -0.0464   0.0295   1.0001 134.1129 301.0000
   8.668   1.4696   0.01891   0.00618  -0.0460   0.0253   1.0001 135.3524 301.0000
   8.754   1.4758   0.01923   0.00636  -0.0456   0.0213   1.0001 136.6449 301.0000
   8.839   1.4821   0.01950   0.00651  -0.0452   0.0187   1.0001 137.5235 301.0000
   8.925   1.4887   0.01975   0.00665  -0.0448   0.0169   1.0001 138.1963 301.0000
   9.010   1.4951   0.01999   0.00678  -0.0444   0.0146   1.0001 139.0694 301.0000
   9.095   1.5014   0.02025   0.00692  -0.0440   0.0129   1.0001 139.8094 301.0000
   9.181   1.5078   0.02049   0.00704  -0.0436   0.0117   1.0001 140.3191 301.0000
   9.266   1.5142   0.02071   0.00716  -0.0431   0.0108   1.0001 140.7488 301.0000
   9.352   1.5206   0.02093   0.00727  -0.0427   0.0101   1.0001 141.0857 301.0000
   9.437   1.5271   0.02113   0.00737  -0.0423   0.0092   1.0001 141.4955 301.0000
   9.523   1.5329   0.02137   0.00750  -0.0418   0.0079   1.0001 142.1908 301.0000
   9.608   1.5384   0.02163   0.00763  -0.0413   0.0070   1.0001 142.7169 301.0000
   9.694   1.5440   0.02187   0.00775  -0.0408   0.0064   1.0001 143.0897 301.0000
   9.779   1.5497   0.02208   0.00786  -0.0402   0.0060   1.0001 143.3270 301.0000
   9.864   1.5553   0.02230   0.00797  -0.0397   0.0057   1.0001 143.5381 301.0000
   9.950   1.5607   0.02252   0.00807  -0.0391   0.0054   1.0001 143.7297 301.0000
  10.035   1.5661   0.02275   0.00819  -0.0386   0.0051   1.0001 143.8978 301.0000
  10.121   1.5715   0.02297   0.00829  -0.0380   0.0049   1.0001 144.0247 301.0000
  10.206   1.5770   0.02318   0.00839  -0.0375   0.0048   1.0001 144.1267 301.0000
  10.291   1.5825   0.02339   0.00849  -0.0369   0.0046   1.0001 144.2527 301.0000
  10.377   1.5879   0.02360   0.00859  -0.0364   0.0044   1.0001 144.3783 301.0000
  10.462   1.5932   0.02382   0.00869  -0.0359   0.0043   1.0001 144.4871 301.0000
  10.548   1.5965   0.02422   0.00893  -0.0351   0.0028   1.0001 145.7323 301.0000
  10.633   1.6009   0.02453   0.00909  -0.0344   0.0025   1.0001 146.0666 301.0000
  10.719   1.6057   0.02478   0.00922  -0.0339   0.0024   1.0001 146.1683 301.0000
  10.804   1.6105   0.02505   0.00935  -0.0333   0.0023   1.0001 146.2638 301.0000
  10.889   1.6152   0.02531   0.00948  -0.0327   0.0022   1.0001 146.3533 301.0000
  10.975   1.6198   0.02558   0.00962  -0.0321   0.0021   1.0001 146.4391 301.0000
  11.060   1.6243   0.02586   0.00976  -0.0315   0.0020   1.0001 146.5245 301.0000
  11.146   1.6287   0.02615   0.00991  -0.0309   0.0020   1.0001 146.6091 301.0000
  11.231   1.6329   0.02645   0.01007  -0.0303   0.0019   1.0001 146.6902 301.0000
  11.317   1.6371   0.02675   0.01022  -0.0297   0.0018   1.0001 146.7637 301.0000
  11.402   1.6412   0.02706   0.01039  -0.0291   0.0018   1.0001 146.8261 301.0000
  11.487   1.6452   0.02737   0.01055  -0.0285   0.0017   1.0001 146.8787 301.0000
  11.573   1.6491   0.02769   0.01072  -0.0279   0.0017   1.0001 146.9255 301.0000
  11.658   1.6530   0.02802   0.01090  -0.0273   0.0016   1.0001 146.9669 301.0000
  11.744   1.6567   0.02835   0.01107  -0.0267   0.0016   1.0001 147.0022 301.0000
  11.829   1.6605   0.02869   0.01125  -0.0261   0.0016   1.0001 147.0248 301.0000
  11.915   1.6641   0.02903   0.01144  -0.0255   0.0016   1.0001 147.0477 301.0000
  12.000   1.6677   0.02938   0.01163  -0.0249   0.0016   1.0001 147.0707 301.0000
