  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.6190   0.00923   0.00167   0.0277   0.7799   0.2157  47.6016 196.9840
  -4.915  -0.6099   0.00919   0.00165   0.0278   0.7774   0.2166  47.8895 197.0805
  -4.829  -0.6007   0.00914   0.00162   0.0279   0.7749   0.2174  48.1809 197.1805
  -4.744  -0.5915   0.00909   0.00160   0.0279   0.7722   0.2183  48.4874 197.2797
  -4.658  -0.5822   0.00906   0.00158   0.0280   0.7698   0.2192  48.7598 197.3815
  -4.573  -0.5729   0.00903   0.00156   0.0281   0.7678   0.2201  48.9823 197.4880
  -4.487  -0.5635   0.00899   0.00154   0.0281   0.7657   0.2211  49.2163 197.5996
  -4.402  -0.5540   0.00896   0.00153   0.0282   0.7637   0.2221  49.4446 197.7133
  -4.317  -0.5445   0.00893   0.00151   0.0282   0.7618   0.2230  49.6567 197.8250
  -4.231  -0.5351   0.00891   0.00149   0.0283   0.7600   0.2239  49.8604 197.9319
  -4.060  -0.5164   0.00883   0.00145   0.0284   0.7556   0.2260  50.3455 198.1714
  -3.975  -0.5070   0.00879   0.00143   0.0285   0.7533   0.2271  50.6060 198.2972
  -3.889  -0.4977   0.00875   0.00141   0.0285   0.7511   0.2283  50.8465 198.4276
  -3.804  -0.4883   0.00872   0.00139   0.0286   0.7491   0.2295  51.0731 198.5645
  -3.719  -0.4788   0.00868   0.00137   0.0286   0.7467   0.2307  51.3346 198.7072
  -3.633  -0.4693   0.00865   0.00135   0.0287   0.7444   0.2320  51.5897 198.8512
  -3.548  -0.4598   0.00863   0.00134   0.0287   0.7422   0.2332  51.8247 198.9891
  -3.462  -0.4504   0.00858   0.00131   0.0288   0.7402   0.2347  52.0464 199.1557
  -3.377  -0.4410   0.00853   0.00129   0.0289   0.7377   0.2363  52.3163 199.3345
