  
       XFOIL         Version 6.99
  
 Calculated polar for: Repaneled_Airfoil                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.1162   0.01008   0.00287  -0.0314   0.6955   0.1663  56.5671 190.9186
  -4.915  -0.1063   0.01006   0.00286  -0.0314   0.6952   0.1673  56.6026 191.0537
  -4.829  -0.0964   0.01002   0.00285  -0.0314   0.6948   0.1684  56.6376 191.1846
  -4.744  -0.0865   0.00999   0.00285  -0.0314   0.6945   0.1693  56.6716 191.3011
  -4.658  -0.0766   0.00997   0.00284  -0.0314   0.6942   0.1702  56.7042 191.4240
  -4.573  -0.0667   0.00996   0.00284  -0.0314   0.6939   0.1713  56.7349 191.5562
  -4.487  -0.0568   0.00995   0.00283  -0.0314   0.6936   0.1723  56.7634 191.6908
  -4.402  -0.0468   0.00994   0.00282  -0.0315   0.6933   0.1733  56.7910 191.8220
  -4.317  -0.0369   0.00993   0.00280  -0.0315   0.6931   0.1742  56.8181 191.9373
  -4.231  -0.0270   0.00990   0.00278  -0.0315   0.6928   0.1751  56.8448 192.0466
  -4.146  -0.0172   0.00986   0.00277  -0.0315   0.6926   0.1760  56.8711 192.1649
  -4.060  -0.0074   0.00983   0.00276  -0.0315   0.6923   0.1769  56.8971 192.2715
  -3.975   0.0025   0.00981   0.00275  -0.0315   0.6920   0.1777  56.9237 192.3761
  -3.889   0.0124   0.00980   0.00273  -0.0315   0.6918   0.1786  56.9514 192.4830
  -3.804   0.0223   0.00979   0.00271  -0.0315   0.6915   0.1795  56.9806 192.5935
  -3.719   0.0322   0.00978   0.00271  -0.0316   0.6911   0.1803  57.0195 192.7040
  -3.633   0.0422   0.00978   0.00272  -0.0316   0.6906   0.1812  57.0760 192.8095
  -3.548   0.0522   0.00978   0.00272  -0.0317   0.6900   0.1820  57.1334 192.9098
