airfoil_points_0210
1.000000 -0.030747
0.999748 -0.030686
0.998993 -0.030502
0.997736 -0.030195
0.995977 -0.029764
0.993719 -0.029208
0.990964 -0.028525
0.987715 -0.027713
0.983974 -0.026771
0.979746 -0.025697
0.975036 -0.024490
0.969846 -0.023146
0.964184 -0.021666
0.958054 -0.020048
0.951463 -0.018292
0.944418 -0.016397
0.936925 -0.014366
0.928992 -0.012199
0.920627 -0.009900
0.911838 -0.007473
0.902635 -0.004924
0.893027 -0.002258
0.883022 0.000514
0.872632 0.003385
0.861867 0.006342
0.850737 0.009372
0.839255 0.012460
0.827430 0.015590
0.815276 0.018750
0.802805 0.021924
0.790028 0.025099
0.776960 0.028259
0.763613 0.031388
0.750000 0.034469
0.736136 0.037488
0.722033 0.040435
0.707708 0.043298
0.693173 0.046066
0.678443 0.048730
0.663534 0.054714
0.648460 0.056786
0.633237 0.058574
0.617879 0.060288
0.602403 0.061935
0.586824 0.063516
0.571157 0.065031
0.555419 0.066477
0.539625 0.067848
0.523791 0.069135
0.507933 0.070332
0.492067 0.071429
0.476209 0.072420
0.460375 0.073298
0.444581 0.074059
0.428843 0.074701
0.413176 0.075227
0.397597 0.075637
0.382121 0.075938
0.366763 0.076137
0.351540 0.076242
0.336466 0.076261
0.321557 0.076199
0.306827 0.076045
0.292292 0.075797
0.277967 0.075458
0.263864 0.075030
0.250000 0.074507
0.236387 0.073864
0.223040 0.073071
0.209972 0.072106
0.197195 0.070951
0.184724 0.069592
0.172570 0.068037
0.160745 0.066302
0.149263 0.064403
0.138133 0.062353
0.127368 0.060168
0.116978 0.057862
0.106973 0.055447
0.097365 0.052937
0.088162 0.050343
0.079373 0.047678
0.071008 0.044951
0.063075 0.042172
0.055582 0.039351
0.048537 0.036495
0.041946 0.033612
0.035816 0.030709
0.030154 0.027792
0.024964 0.024867
0.020254 0.021939
0.016026 0.019014
0.012285 0.016095
0.009036 0.013188
0.006281 0.010298
0.004023 0.007431
0.002264 0.004599
0.001007 0.001832
0.000252 -0.000755
0.000000 -0.002284
0.000252 -0.007465
0.001007 -0.009936
0.002264 -0.012471
0.004023 -0.014953
0.006281 -0.017352
0.009036 -0.019656
0.012285 -0.021859
0.016026 -0.023957
0.020254 -0.025948
0.024964 -0.027829
0.030154 -0.029596
0.035816 -0.031250
0.041946 -0.032787
0.048537 -0.034208
0.055582 -0.035511
0.063075 -0.036698
0.071008 -0.037769
0.079373 -0.038726
0.088162 -0.039573
0.097365 -0.040313
0.106973 -0.040952
0.116978 -0.041498
0.127368 -0.041958
0.138133 -0.042343
0.149263 -0.042663
0.160745 -0.042931
0.172570 -0.043162
0.184724 -0.043370
0.197195 -0.043573
0.209972 -0.043786
0.223040 -0.043999
0.236387 -0.044191
0.250000 -0.044335
0.263864 -0.044404
0.277967 -0.044370
0.292292 -0.044229
0.306827 -0.043985
0.321557 -0.043645
0.336466 -0.043214
0.351540 -0.042684
0.366763 -0.042064
0.382121 -0.041368
0.397597 -0.040611
0.413176 -0.039807
0.428843 -0.038969
0.444581 -0.038105
0.460375 -0.037226
0.476209 -0.036337
0.492067 -0.035440
0.507933 -0.034537
0.523791 -0.033627
0.539625 -0.032709
0.555419 -0.031783
0.571157 -0.030848
0.586824 -0.029904
0.602403 -0.028958
0.617879 -0.028014
0.633237 -0.027084
0.648460 -0.026176
0.663534 -0.028962
0.678443 -0.028945
0.693173 -0.028842
0.707708 -0.028819
0.722033 -0.028872
0.736136 -0.028996
0.750000 -0.029186
0.763613 -0.029434
0.776960 -0.029731
0.790028 -0.030065
0.802805 -0.030427
0.815276 -0.030808
0.827430 -0.031198
0.839255 -0.031592
0.850737 -0.031978
0.861867 -0.032349
0.872632 -0.032697
0.883022 -0.033014
0.893027 -0.033296
0.902635 -0.033540
0.911838 -0.033745
0.920627 -0.033908
0.928992 -0.034031
0.936925 -0.034115
0.944418 -0.034163
0.951463 -0.034176
0.958054 -0.034160
0.964184 -0.034118
0.969846 -0.034056
0.975036 -0.033976
0.979746 -0.033886
0.983974 -0.033789
0.987715 -0.033691
0.990964 -0.033596
0.993719 -0.033508
0.995977 -0.033430
0.997736 -0.033366
0.998993 -0.033319
0.999748 -0.033290
1.000000 -0.033274
